tradeId,orderId,customerID,ISIN,CUSIP,sym,side,qty,px,tradeDate,tradeTS,ccy,venue,instrType,liqBucket,desk,sourceSystem
TRD0001626,ORD0015581,CLT0461,USMOJSAT2232,MOJSAT223,OVIC,SELL,2503.0,107.315,2025-10-21,2025-10-21 18:24:25,USD,TRACE,BOND,MED,FI-STRUCT,OMS_A
TRD0001627,ORD0013453,CLT0006,USCVFMFY7W81,CVFMFY7W8,JRTO,SELL,1722.0,106.9233,2025-10-21,2025-10-21 16:23:49,USD,OTC,BOND,MED,FI-IG,OMS_A
TRD0001628,ORD0002708,CLT0322,USB9PSAAWU79,B9PSAAWU7,SHN,BUY,1100.0,104.4325,2025-10-21,2025-10-21 14:57:24,USD,TRACE,BOND,MED,FI-MUNI,OMS_A
TRD0001629,ORD0016534,CLT0046,US7IS4L76X08,7IS4L76X0,ZZQ,SELL,1562.0,93.3256,2025-10-21,2025-10-21 17:18:40,USD,BATS,BOND,MED,FI-HY,OMS_A
TRD0001630,ORD0002434,CLT0011,USM23Q0H3028,M23Q0H302,AAA,BUY,2533.0,107.5661,2025-10-21,2025-10-21 17:12:06,USD,TRACE,BOND,MED,FI-STRUCT,OMS_A
TRD0001631,ORD0015094,CLT0401,USBG2A7O6G95,BG2A7O6G9,BCOB,SELL,1375.0,97.7568,2025-10-21,2025-10-21 17:54:36,GBP,TRACE,BOND,MED,FI-HY,OMS_A
TRD0001632,ORD0013226,CLT0247,US2B3G4UK045,2B3G4UK04,FKJS,BUY,1580.0,94.3639,2025-10-21,2025-10-21 19:55:04,EUR,OTC,BOND,MED,FI-STRUCT,OMS_B
TRD0001633,ORD0008880,CLT0468,USSQK4ATTZ10,SQK4ATTZ1,IWXB,SELL,1780.0,103.7603,2025-10-21,2025-10-21 17:43:13,GBP,TRACE,SWAP,MED,FI-STRUCT,OMS_B
TRD0001634,ORD0004047,CLT0413,USHLWCYICG17,HLWCYICG1,MALH,BUY,1608.0,103.265,2025-10-21,2025-10-21 17:10:32,USD,OTC,REPO,HIGH,FI-MUNI,OMS_A
TRD0001635,ORD0019106,CLT0069,UST6VWM1UN34,T6VWM1UN3,HNAQ,BUY,2553.0,94.1142,2025-10-21,2025-10-21 14:46:03,USD,ARCA,SWAP,HIGH,FI-STRUCT,OMS_A
TRD0001636,ORD0018755,,USDLA8MAA623,DLA8MAA62,SEN,BUY,2948.0,100.3666,2025-10-21,2025-10-21 13:52:58,USD,OTC,BOND,HIGH,FI-HY,OMS_B
TRD0001637,ORD0001450,CLT0158,,7H99CVOV3,OYQ,SELL,3417.0,99.1637,2025-10-21,2025-10-21 19:29:15,USD,OTC,REPO,LOW,FI-MUNI,OMS_B
TRD0001638,,CLT0341,USP2KSQWIL31,P2KSQWIL3,SDL,BUY,2462.0,94.7347,2025-10-21,2025-10-21 17:15:50,GBP,BATS,OPTION,LOW,FI-HY,OMS_A
TRD0001639,ORD0002382,CLT0221,USFK9D8MIU24,FK9D8MIU2,FOOP,BUY,1778.0,110.4004,2025-10-21,2025-10-21 19:18:12,USD,TRACE,SWAP,HIGH,FI-MUNI,OMS_A
TRD0001640,ORD0014036,CLT0381,USMIQFJ3O202,MIQFJ3O20,ZZHI,SELL,1877.0,101.2692,2025-10-21,2025-10-21 17:48:30,USD,OTC,FUTURE,MED,FI-IG,OMS_B
TRD0001641,ORD0010142,CLT0075,USRSJZJD5Y63,RSJZJD5Y6,EZF,BUY,1825.0,99.8793,2025-10-21,2025-10-21 13:48:16,USD,BATS,BOND,LOW,FI-RATES,OMS_A
TRD0001642,ORD0003995,CLT0113,USJEMPIWJV46,,QUSW,SELL,962.0,99.373,2025-10-21,2025-10-21 18:58:50,USD,OTC,BOND,HIGH,FI-RATES,OMS_A
TRD0001643,ORD0018840,CLT0153,USKZ8W71L194,KZ8W71L19,RPC,SELL,4056.0,92.6295,2025-10-21,2025-10-21 14:57:38,USD,TRACE,BOND,HIGH,FI-IG,OMS_A
TRD0001644,ORD0018128,CLT0172,USEZGCLVDB61,EZGCLVDB6,ANS,BUY,2898.0,98.2888,2025-10-21,2025-10-21 17:47:55,JPY,TRACE,OPTION,LOW,FI-RATES,OMS_A
TRD0001645,ORD0010001,CLT0075,US0824S5UG42,0824S5UG4,SOJJ,BUY,1917.0,106.8362,2025-10-21,2025-10-21 13:40:25,EUR,TRACE,OPTION,MED,,OMS_A
TRD0001646,ORD0007767,CLT0167,US8N11SSEL76,8N11SSEL7,HNX,BUY,646.0,99.4916,2025-10-21,2025-10-21 19:38:08,GBP,TRACE,FUTURE,HIGH,FI-RATES,OMS_B
TRD0001647,ORD0006800,CLT0293,US8H66WWHF08,8H66WWHF0,WYLL,BUY,1925.0,98.2521,2025-10-21,2025-10-21 13:42:15,JPY,TRACE,SWAP,MED,FI-STRUCT,OMS_B
TRD0001648,ORD0019574,CLT0044,USDM9PK3L116,DM9PK3L11,PJVV,BUY,738.0,94.0631,2025-10-21,2025-10-21 19:04:50,USD,OTC,SWAP,HIGH,FI-IG,OMS_A
TRD0001649,ORD0018175,CLT0099,US9NOBUV6U84,9NOBUV6U8,YTEW,SELL,2932.0,99.8247,2025-10-21,2025-10-21 15:47:48,,TRACE,BOND,LOW,FI-MUNI,OMS_B
TRD0001650,ORD0006229,CLT0414,US55NI5Q2U04,55NI5Q2U0,SUP,BUY,3007.0,99.9348,2025-10-21,2025-10-21 16:12:24,USD,OTC,SWAP,HIGH,FI-IG,OMS_B
TRD0001651,ORD0003614,CLT0296,USM8CZZWYJ35,,RWCG,SELL,1541.0,95.0884,2025-10-21,2025-10-21 18:41:16,USD,OTC,SWAP,HIGH,FI-RATES,OMS_A
TRD0001652,ORD0008681,CLT0440,,4SQLTD3U3,OIYA,SELL,2472.0,95.3501,2025-10-21,2025-10-21 18:12:06,GBP,TRACE,BOND,MED,FI-IG,OMS_B
TRD0001653,ORD0017067,CLT0158,USLNG2FC1607,LNG2FC160,TAF,SELL,1795.0,99.859,2025-10-21,2025-10-21 15:30:05,USD,OTC,BOND,HIGH,,OMS_A
TRD0001654,ORD0018375,CLT0403,US0P0BYV9K35,0P0BYV9K3,FJV,BUY,3494.0,99.7589,2025-10-21,2025-10-21 14:40:16,USD,BATS,BOND,HIGH,FI-MUNI,OMS_B
TRD0001655,ORD0009996,CLT0149,,KVDIMQR98,SURE,BUY,3261.0,100.9465,2025-10-21,2025-10-21 14:56:25,USD,NYSE,SWAP,LOW,FI-STRUCT,OMS_A
TRD0001656,ORD0019667,CLT0441,USW194ZTHS69,W194ZTHS6,URY,BUY,2888.0,95.5517,2025-10-21,2025-10-21 15:53:58,USD,OTC,BOND,HIGH,FI-HY,OMS_A
TRD0001657,ORD0019374,CLT0483,,QVKO6ZNK8,MVW,BUY,778.0,97.1826,2025-10-21,2025-10-21 18:32:01,USD,TRACE,BOND,MED,FI-IG,OMS_B
TRD0001658,ORD0017026,CLT0468,USGUOMP1DB67,GUOMP1DB6,VWWL,SELL,2502.0,97.6433,2025-10-21,2025-10-21 19:07:29,USD,OTC,BOND,LOW,FI-MUNI,OMS_A
TRD0001659,ORD0016820,CLT0492,US8YUAAS7A20,8YUAAS7A2,GWF,BUY,2235.0,99.8342,2025-10-21,2025-10-21 18:24:58,USD,OTC,BOND,HIGH,FI-MUNI,OMS_A
TRD0001660,ORD0011728,CLT0095,USE9ZFEM3254,E9ZFEM325,MFT,SELL,1839.0,98.3022,2025-10-21,2025-10-21 18:03:57,USD,OTC,REPO,MED,,OMS_A
TRD0001661,ORD0018942,CLT0443,US3CTGX47Q76,3CTGX47Q7,WXLV,SELL,3005.0,98.1874,2025-10-21,2025-10-21 16:34:18,USD,NYSE,OPTION,HIGH,FI-STRUCT,OMS_A
TRD0001662,ORD0005454,CLT0059,US349NE95W18,349NE95W1,CSSW,BUY,1349.0,104.7575,2025-10-21,2025-10-21 14:57:49,USD,BATS,FUTURE,MED,FI-HY,OMS_A
TRD0001663,ORD0007364,CLT0482,USW4IT58Y979,W4IT58Y97,DLD,SELL,1436.0,91.6169,2025-10-21,2025-10-21 19:42:29,USD,OTC,FUTURE,HIGH,FI-STRUCT,OMS_A
TRD0001664,ORD0005897,CLT0145,USCP81FFW991,CP81FFW99,LKMR,BUY,2459.0,97.7799,2025-10-21,2025-10-21 14:47:50,USD,TRACE,OPTION,HIGH,FI-RATES,OMS_A
TRD0001665,ORD0014333,CLT0469,USQMESFN1S03,QMESFN1S0,UMPX,BUY,3611.0,105.8326,2025-10-21,2025-10-21 19:48:02,USD,TRACE,,MED,FI-HY,OMS_A
TRD0001666,ORD0017452,CLT0038,USMSJ9IEWX01,,BQI,SELL,2202.0,97.052,2025-10-21,2025-10-21 17:35:26,USD,TRACE,FUTURE,MED,FI-HY,OMS_A
TRD0001667,ORD0003576,CLT0219,US244DR73929,244DR7392,IIS,SELL,2525.0,92.0316,2025-10-21,2025-10-21 15:26:20,USD,OTC,BOND,HIGH,FI-IG,OMS_B
TRD0001668,,CLT0293,US0R7OUCSA13,0R7OUCSA1,YEO,BUY,2082.0,93.6772,2025-10-21,2025-10-21 16:25:06,USD,TRACE,SWAP,LOW,FI-RATES,OMS_A
TRD0001669,ORD0010400,CLT0204,,489QBUD84,BPT,SELL,5341.0,97.5328,2025-10-21,2025-10-21 19:51:02,USD,BATS,BOND,LOW,FI-IG,OMS_B
TRD0001670,ORD0001943,CLT0498,US44224C7N54,44224C7N5,IEZ,BUY,2029.0,102.0717,2025-10-21,2025-10-21 16:09:02,USD,NYSE,BOND,MED,FI-MUNI,OMS_A
TRD0001671,ORD0005553,CLT0169,,1KGGKNRT9,KXS,SELL,1881.0,106.9125,2025-10-21,2025-10-21 14:37:21,USD,TRACE,REPO,HIGH,FI-MUNI,OMS_B
TRD0001672,ORD0012388,CLT0208,USTJ86DRLZ40,TJ86DRLZ4,HORO,SELL,2041.0,101.6005,2025-10-21,2025-10-21 14:42:01,USD,OTC,BOND,HIGH,FI-HY,OMS_A
TRD0001673,ORD0004781,CLT0033,USFNIZ52LA48,FNIZ52LA4,SET,BUY,2488.0,94.4468,2025-10-21,2025-10-21 16:45:54,USD,TRACE,FUTURE,LOW,FI-MUNI,OMS_A
TRD0001674,ORD0008835,CLT0373,,,COW,SELL,1847.0,103.8443,2025-10-21,2025-10-21 17:17:10,USD,OTC,BOND,HIGH,FI-STRUCT,OMS_A
TRD0001675,ORD0019968,CLT0332,US4JKSZ5TY85,4JKSZ5TY8,IGD,SELL,2272.0,95.8882,2025-10-21,2025-10-21 19:59:11,USD,BATS,SWAP,HIGH,FI-MUNI,OMS_A
TRD0001676,ORD0010915,CLT0154,USGL3VF36F53,GL3VF36F5,WPHK,SELL,4321.0,100.3729,2025-10-21,2025-10-21 13:33:14,USD,TRACE,BOND,MED,FI-IG,OMS_A
TRD0001677,ORD0005205,CLT0323,US275V3LM494,275V3LM49,TQL,SELL,1096.0,90.463,2025-10-21,2025-10-21 14:20:07,USD,BATS,BOND,HIGH,FI-HY,OMS_A
TRD0001678,ORD0012290,CLT0326,USIOPYGXLB24,IOPYGXLB2,HFZJ,SELL,2176.0,101.894,2025-10-21,2025-10-21 14:48:16,USD,BATS,BOND,MED,FI-IG,OMS_A
TRD0001679,ORD0009340,CLT0059,US24B1WSKJ74,24B1WSKJ7,ENOL,BUY,922.0,103.569,2025-10-21,2025-10-21 15:28:27,EUR,TRACE,BOND,MED,FI-HY,OMS_A
TRD0001680,ORD0008107,CLT0160,USWA7JZTA523,WA7JZTA52,NDK,SELL,1134.0,99.5336,2025-10-21,2025-10-21 16:03:37,GBP,TRACE,SWAP,HIGH,FI-RATES,OMS_A
TRD0001681,ORD0004337,CLT0095,USOFSEH64D83,OFSEH64D8,ZEN,BUY,3832.0,90.7346,2025-10-21,2025-10-21 19:02:32,USD,OTC,BOND,LOW,FI-RATES,OMS_A
TRD0001682,ORD0018021,CLT0165,USCFUODL2238,,JGB,BUY,1713.0,105.39,2025-10-21,2025-10-21 13:51:49,USD,TRACE,FUTURE,HIGH,FI-HY,OMS_B
TRD0001683,ORD0019109,,USTDBWOVJJ41,TDBWOVJJ4,QZOR,SELL,2930.0,103.2596,2025-10-21,2025-10-21 19:46:48,USD,OTC,SWAP,HIGH,FI-HY,OMS_A
TRD0001684,ORD0008443,CLT0357,USJXET9AFY91,JXET9AFY9,FOZ,BUY,1606.0,99.4731,2025-10-21,2025-10-21 19:15:45,USD,BATS,REPO,MED,FI-RATES,OMS_B
TRD0001685,ORD0012730,CLT0272,US24519I6B51,24519I6B5,YDU,SELL,2187.0,101.9811,2025-10-21,2025-10-21 14:28:03,USD,ARCA,SWAP,MED,FI-STRUCT,OMS_A
TRD0001686,,CLT0328,USOUI9O64P20,OUI9O64P2,GCA,SELL,5074.0,111.2778,2025-10-21,2025-10-21 18:29:21,USD,TRACE,BOND,LOW,FI-IG,OMS_A
TRD0001687,ORD0009009,CLT0310,USGXGJSDGJ74,GXGJSDGJ7,LCUS,SELL,2153.0,105.7089,2025-10-21,2025-10-21 18:31:14,GBP,BATS,BOND,HIGH,FI-STRUCT,OMS_A
TRD0001688,ORD0019175,CLT0345,USE9DMCQI130,E9DMCQI13,TRN,SELL,1613.0,93.5242,2025-10-21,2025-10-21 17:42:25,USD,TRACE,SWAP,HIGH,FI-STRUCT,OMS_A
TRD0001689,ORD0019561,CLT0292,US2VESMKOF78,2VESMKOF7,FPOM,SELL,2028.0,96.1314,2025-10-21,2025-10-21 19:56:15,USD,NYSE,BOND,HIGH,FI-MUNI,OMS_A
TRD0001690,ORD0015883,CLT0308,US1MCSF24F06,1MCSF24F0,LKM,SELL,1532.0,95.5394,2025-10-21,2025-10-21 17:36:43,USD,TRACE,BOND,HIGH,FI-STRUCT,OMS_A
TRD0001691,ORD0009637,CLT0115,USY2RTFM7B28,,BCHU,BUY,2132.0,100.4008,2025-10-21,2025-10-21 17:49:16,USD,TRACE,BOND,HIGH,FI-MUNI,OMS_A
TRD0001692,ORD0006327,CLT0025,USE7FGM1D664,,SSY,SELL,5348.0,96.0835,2025-10-21,2025-10-21 16:39:29,USD,BATS,BOND,MED,FI-RATES,OMS_B
TRD0001693,ORD0005154,CLT0073,USLT8K2FTG19,LT8K2FTG1,DBG,SELL,2440.0,95.1437,2025-10-21,2025-10-21 17:02:44,USD,OTC,BOND,LOW,FI-MUNI,OMS_A
TRD0001694,ORD0002074,CLT0185,USHIDRTDIW25,HIDRTDIW2,WBY,BUY,2289.0,112.0223,2025-10-21,2025-10-21 15:36:42,USD,NYSE,BOND,HIGH,FI-HY,OMS_B
TRD0001695,ORD0016457,CLT0009,,3TKKT59C1,TOAR,BUY,2178.0,109.1703,2025-10-21,2025-10-21 17:25:20,USD,OTC,BOND,MED,FI-STRUCT,OMS_A
TRD0001696,ORD0008192,CLT0104,US8YYAQNIB80,8YYAQNIB8,YIQG,SELL,1910.0,105.9253,2025-10-21,2025-10-21 14:24:58,USD,OTC,OPTION,LOW,FI-RATES,OMS_A
TRD0001697,ORD0019401,CLT0222,US848KSG9B44,848KSG9B4,ELK,SELL,3319.0,98.7359,2025-10-21,2025-10-21 15:05:09,USD,NYSE,,HIGH,FI-MUNI,OMS_A
TRD0001698,ORD0008259,CLT0455,USRL21F27959,RL21F2795,FCES,SELL,1057.0,105.3998,2025-10-21,2025-10-21 18:56:27,USD,BATS,BOND,MED,FI-HY,OMS_A
TRD0001699,ORD0017736,,,GP9YQ96W2,IMAV,SELL,2308.0,95.9739,2025-10-21,2025-10-21 18:22:49,USD,TRACE,SWAP,HIGH,FI-IG,OMS_B
TRD0001700,ORD0014401,CLT0469,USXJP7AL8069,,SXZ,BUY,760.0,100.7603,2025-10-21,2025-10-21 19:43:23,EUR,TRACE,FUTURE,HIGH,FI-RATES,OMS_A
TRD0001701,ORD0008836,CLT0017,USBIMMD89C15,BIMMD89C1,FEZ,BUY,2227.0,99.9027,2025-10-21,2025-10-21 14:19:36,USD,,,MED,FI-HY,OMS_A
TRD0001702,ORD0011762,CLT0335,USOZRNQQXJ64,,GQEG,BUY,1523.0,103.6375,2025-10-21,2025-10-21 15:06:25,EUR,OTC,REPO,MED,FI-STRUCT,OMS_B
TRD0001703,ORD0010873,CLT0101,US5UO6DXD263,5UO6DXD26,OHYE,BUY,1676.0,102.8567,2025-10-21,2025-10-21 16:31:33,JPY,OTC,BOND,MED,FI-HY,OMS_B
TRD0001704,ORD0006885,CLT0369,USBLHQNM2Z59,BLHQNM2Z5,SFF,BUY,2989.0,93.4251,2025-10-21,2025-10-21 13:59:05,EUR,TRACE,FUTURE,MED,FI-RATES,OMS_A
TRD0001705,ORD0012705,CLT0046,US6M1IG0LW67,,HLWR,BUY,5398.0,,2025-10-21,2025-10-21 16:00:10,USD,TRACE,BOND,HIGH,FI-HY,OMS_B
TRD0001706,ORD0018370,CLT0202,USZ6VWLDNY51,Z6VWLDNY5,IYI,SELL,1958.0,103.6087,2025-10-21,2025-10-21 18:17:09,EUR,OTC,SWAP,MED,FI-MUNI,OMS_A
TRD0001708,ORD0000607,CLT0196,UST5S5UK1C34,T5S5UK1C3,IULV,SELL,771.0,101.7543,2025-10-21,2025-10-21 19:38:55,USD,OTC,OPTION,LOW,FI-IG,OMS_A
TRD0001709,ORD0012404,CLT0433,USX98IE99967,X98IE9996,GGFL,BUY,1279.0,97.4754,2025-10-21,2025-10-21 13:42:38,USD,NYSE,BOND,MED,FI-IG,OMS_A
TRD0001710,ORD0009375,CLT0137,USQEI5X3P371,QEI5X3P37,ZDW,BUY,3687.0,92.0984,2025-10-21,2025-10-21 19:45:23,USD,BATS,SWAP,MED,FI-MUNI,OMS_A
TRD0001711,ORD0003471,CLT0167,USDT0W31KK26,DT0W31KK2,PEN,BUY,1485.0,100.8117,2025-10-21,2025-10-21 13:39:33,USD,OTC,BOND,MED,FI-MUNI,OMS_A
TRD0001712,ORD0004227,CLT0286,,IFKJ4XWE4,MLBL,SELL,732.0,106.1969,2025-10-21,2025-10-21 17:34:26,USD,OTC,BOND,HIGH,FI-RATES,OMS_A
TRD0001713,ORD0003651,CLT0138,US2B3G4UK045,2B3G4UK04,FKJS,SELL,7852.0,96.2626,2025-10-21,2025-10-21 13:53:45,USD,OTC,BOND,MED,FI-IG,OMS_B
TRD0001714,ORD0017855,CLT0075,USQNBWKFL936,QNBWKFL93,CCB,BUY,2401.0,104.7134,2025-10-21,2025-10-21 13:37:38,GBP,TRACE,SWAP,LOW,FI-MUNI,OMS_B
TRD0001715,ORD0017750,CLT0155,US7TIXMKSV34,,SUJ,SELL,4699.0,105.9662,2025-10-21,,USD,TRACE,OPTION,HIGH,FI-MUNI,OMS_A
TRD0001716,ORD0010494,CLT0406,US8R8UUCQD45,8R8UUCQD4,EYY,SELL,2820.0,103.4478,2025-10-21,2025-10-21 14:27:54,USD,TRACE,REPO,MED,FI-MUNI,OMS_A
TRD0001717,ORD0008741,CLT0040,USD1R1FI5H67,D1R1FI5H6,FXKF,SELL,1975.0,102.3238,2025-10-21,2025-10-21 18:25:27,USD,OTC,SWAP,MED,FI-MUNI,OMS_B
TRD0001718,ORD0015712,CLT0086,,TJHAT2BA9,UWQT,SELL,1263.0,92.2793,2025-10-21,2025-10-21 19:22:23,USD,NYSE,BOND,MED,FI-STRUCT,OMS_B
TRD0001719,ORD0016253,CLT0067,USMJU9C81Y86,,LGLN,SELL,3592.0,86.1168,2025-10-21,2025-10-21 19:00:55,JPY,ARCA,BOND,MED,FI-RATES,OMS_B
TRD0001720,ORD0005663,CLT0085,USBLHQNM2Z59,BLHQNM2Z5,SFF,SELL,1386.0,100.5877,2025-10-21,2025-10-21 16:53:11,USD,,FUTURE,MED,FI-MUNI,OMS_A
TRD0001721,ORD0018030,CLT0048,US721TZ8O958,721TZ8O95,FAKG,BUY,3336.0,96.8096,2025-10-21,2025-10-21 14:00:35,USD,OTC,BOND,HIGH,FI-HY,OMS_A
TRD0001722,ORD0014357,CLT0292,USV33KP3CA56,V33KP3CA5,NIM,BUY ,1634.0,102.0969,2025-10-21,2025-10-21 17:41:21,USD,OTC,BOND,HIGH,FI-RATES,OMS_A
TRD0001723,ORD0012841,CLT0380,US83Z1OMYM79,83Z1OMYM7,JGG,BUY,1920.0,95.0404,2025-10-21,2025-10-21 19:38:39,USD,TRACE,BOND,MED,FI-IG,OMS_A
TRD0001724,ORD0019518,CLT0288,USTTQ6AWLR22,TTQ6AWLR2,WCS,BUY,2327.0,101.5167,2025-10-21,2025-10-21 14:02:50,USD,BATS,FUTURE,MED,FI-MUNI,OMS_A
TRD0001725,ORD0006622,CLT0038,USO99024ES08,O99024ES0,QSV,BUY,2640.0,91.3947,2025-10-21,2025-10-21 14:17:51,USD,NYSE,FUTURE,HIGH,FI-RATES,OMS_A
TRD0001726,ORD0011619,CLT0233,USW978QKQY80,W978QKQY8,MFC,SELL,1075.0,94.3259,2025-10-21,2025-10-21 14:53:12,USD,BATS,BOND,HIGH,FI-IG,OMS_A
TRD0001727,ORD0013332,CLT0019,US7C8J7ROI76,,KQYO,SELL,,102.4024,2025-10-21,2025-10-21 15:17:18,USD,OTC,REPO,HIGH,FI-HY,OMS_A
TRD0001728,ORD0009910,CLT0379,USVMES24DL26,VMES24DL2,PGE,SELL,12380.0,88.0134,2025-10-21,2025-10-21 15:19:30,USD,NYSE,OPTION,MED,FI-RATES,OMS_A
TRD0001729,ORD0019848,CLT0199,USYWYHB6AQ67,YWYHB6AQ6,KCM,BUY,377.0,96.9177,2025-10-21,2025-10-21 16:05:00,USD,OTC,,LOW,FI-IG,OMS_A
TRD0001730,ORD0013505,CLT0162,,0DSINLVO6,OBT,BUY,1204.0,94.6519,2025-10-21,2025-10-21 18:11:49,USD,ARCA,SWAP,MED,FI-HY,OMS_A
TRD0001731,ORD0006992,CLT0266,USXIXKBOP126,XIXKBOP12,ULT,SELL,1111.0,97.4598,2025-10-21,2025-10-21 18:15:23,GBP,TRACE,BOND,LOW,FI-HY,OMS_A
TRD0001732,ORD0008071,CLT0473,US1GJXUHHA29,1GJXUHHA2,UXI,SELL,3637.0,98.3218,2025-10-21,2025-10-21 18:07:05,USD,OTC,FUTURE,HIGH,FI-RATES,OMS_B
TRD0001733,ORD0010126,CLT0466,USQNBWKFL936,QNBWKFL93,CCB,SELL,2656.0,105.0718,2025-10-21,2025-10-21 16:23:24,EUR,NYSE,SWAP,LOW,FI-HY,OMS_B
TRD0001734,ORD0014085,CLT0227,USBLHQNM2Z59,BLHQNM2Z5,SFF,BUY,1470.0,106.2194,2025-10-21,2025-10-21 17:09:14,USD,BATS,FUTURE,MED,FI-STRUCT,OMS_A
TRD0001735,ORD0010826,CLT0488,USX9HO7QYA29,X9HO7QYA2,JSCL,BUY,4026.0,96.587,2025-10-21,2025-10-21 14:11:04,GBP,NYSE,BOND,MED,FI-RATES,OMS_A
TRD0001736,ORD0011016,CLT0264,US7XDGGARO23,7XDGGARO2,AFDO,SELL,2056.0,97.4046,2025-10-21,2025-10-21 19:11:31,USD,OTC,REPO,,FI-RATES,OMS_B
TRD0001737,ORD0015492,CLT0099,USC5ESKTLU63,C5ESKTLU6,PJHK,SELL,4495.0,108.2327,2025-10-21,2025-10-21 15:09:24,USD,BATS,BOND,LOW,FI-MUNI,OMS_A
TRD0001738,ORD0013635,CLT0222,USBK3UPKEI04,BK3UPKEI0,JXD,BUY,1983.0,100.7189,2025-10-21,2025-10-21 19:12:59,USD,NYSE,BOND,HIGH,FI-IG,OMS_A
TRD0001739,ORD0007632,CLT0045,USLAJWMDIX24,LAJWMDIX2,ZTOW,BUY,878.0,96.0023,2025-10-21,2025-10-21 18:40:36,USD,NYSE,BOND,HIGH,FI-RATES,OMS_A
TRD0001740,ORD0011852,CLT0033,USO348FOSJ88,O348FOSJ8,RDZ,BUY,1272.0,98.6417,2025-10-21,2025-10-21 16:12:33,USD,OTC,BOND,MED,FI-STRUCT,OMS_B
TRD0001741,ORD0013368,CLT0160,US06M7ASRW74,06M7ASRW7,XEDS,BUY,1037.0,93.4117,2025-10-21,2025-10-21 17:31:02,USD,NYSE,FUTURE,MED,FI-IG,OMS_A
TRD0001742,ORD0004695,CLT0169,US6BZLTCDM72,6BZLTCDM7,MJH,BUY,563.0,91.2038,2025-10-21,2025-10-21 17:45:23,USD,TRACE,BOND,LOW,FI-RATES,OMS_A
TRD0001743,ORD0016966,CLT0273,USK713LZ0X45,K713LZ0X4,YFJS,BUY,4033.0,106.4685,2025-10-21,2025-10-21 19:05:52,USD,NYSE,BOND,HIGH,FI-STRUCT,OMS_B
TRD0001744,ORD0006625,CLT0441,,9BRMKY707,ZJXU,SELL,1099.0,97.8116,2025-10-21,2025-10-21 17:44:24,USD,BATS,BOND,LOW,FI-HY,OMS_A
TRD0001745,ORD0016786,,USK0SVY68934,K0SVY6893,LIU,BUY,2462.0,104.0042,2025-10-21,2025-10-21 13:48:45,EUR,OTC,OPTION,HIGH,FI-IG,OMS_B
TRD0001746,ORD0011297,CLT0472,US1X1DADRW07,1X1DADRW0,WDEJ,SELL,2429.0,99.7219,2025-10-21,2025-10-21 14:54:20,USD,BATS,BOND,,FI-MUNI,OMS_A
TRD0001747,ORD0004077,CLT0418,USCG4J8J2489,CG4J8J248,LZT,SELL,1969.0,101.2365,2025-10-21,2025-10-21 16:14:33,USD,NYSE,BOND,MED,FI-STRUCT,OMS_A
TRD0001748,ORD0008757,CLT0208,USUQGM6HYZ80,UQGM6HYZ8,XBE,BUY,1193.0,100.6844,2025-10-21,2025-10-21 17:15:30,USD,TRACE,SWAP,HIGH,FI-MUNI,OMS_A
TRD0001749,ORD0016599,CLT0238,USZMSFLLPC92,ZMSFLLPC9,EUUU,BUY,1767.0,99.1451,2025-10-21,2025-10-21 19:41:23,USD,OTC,FUTURE,HIGH,FI-RATES,OMS_B
TRD0001750,ORD0007290,CLT0270,USRZQ4NI8552,RZQ4NI855,MULK,BUY,2169.0,109.0291,2025-10-21,2025-10-21 18:28:27,EUR,OTC,REPO,MED,FI-MUNI,OMS_A
TRD0001751,ORD0019793,CLT0408,US605HQWIY10,605HQWIY1,LYQI,SELL,4643.0,103.904,2025-10-21,2025-10-21 14:32:29,USD,BATS,BOND,HIGH,FI-RATES,OMS_A
TRD0001752,ORD0008566,CLT0217,USBQ2UZB1A87,BQ2UZB1A8,WLJ,BUY,3171.0,91.6325,2025-10-21,2025-10-21 19:17:26,GBP,OTC,OPTION,LOW,FI-HY,OMS_A
TRD0001753,ORD0019225,CLT0138,USDM6CPACW43,DM6CPACW4,LOZ,BUY,1172.0,97.0262,2025-10-21,2025-10-21 15:11:38,USD,BATS,SWAP,HIGH,FI-IG,OMS_B
TRD0001754,ORD0005932,CLT0116,USQ43RHVWY70,Q43RHVWY7,SQU,SELL,1940.0,106.6176,2025-10-21,2025-10-21 19:53:31,USD,BATS,BOND,MED,FI-MUNI,OMS_A
TRD0001755,ORD0008383,CLT0112,US6881BZWT00,6881BZWT0,IYEI,SELL,716.0,105.0208,2025-10-21,2025-10-21 16:04:39,USD,BATS,SWAP,LOW,FI-RATES,OMS_A
TRD0001756,ORD0016154,CLT0365,US5CF9JE4R12,5CF9JE4R1,NKFA,BUY,2167.0,108.2208,2025-10-21,2025-10-21 15:07:00,GBP,NYSE,BOND,HIGH,FI-RATES,OMS_A
TRD0001757,ORD0015790,CLT0498,USW035CCVX60,W035CCVX6,JIY,BUY,7525.0,103.1685,2025-10-21,2025-10-21 17:24:24,USD,OTC,BOND,HIGH,FI-RATES,OMS_A
TRD0001758,ORD0005318,CLT0462,USMDW0VGDK69,MDW0VGDK6,OXOC,BUY,2475.0,101.2044,2025-10-21,2025-10-21 16:50:16,USD,TRACE,OPTION,HIGH,FI-IG,OMS_A
