trade_id,order_id,client_id,isin,cusip,symbol,side,quantity,price,trade_date,trade_ts,currency,venue,instrument_type,liquidity_bucket,desk,source_system,risk_tier_x,region_x,notional,symbol_pm,instrument_type_pm,risk_tier_y,region_y,risk_tier,region
TRD0002158,ORD0019562,CLT0056,USM73MPW4U31,M73MPW4U3,RNTR,SELL,1895,101.3998,2025-10-21,2025-10-21T16:33:04Z,USD,OTC,BOND,MED,FI-STRUCT,OMS_A,,,192152.62099999998,RNTR,BOND,MED,EMEA,,
TRD0002159,ORD0013561,CLT0344,USJAL3EAW987,JAL3EAW98,VQRU,SELL,1160,106.8024,2025-10-21,2025-10-21T16:48:53Z,USD,BATS,BOND,HIGH,FI-HY,OMS_A,,,123890.784,VQRU,BOND,LOW,APAC,,
TRD0002161,ORD0016279,CLT0365,USNNME4ZD891,NNME4ZD89,DOCI,BUY,1472,111.2835,2025-10-21,2025-10-21T14:39:46Z,USD,BATS,SWAP,MED,FI-STRUCT,OMS_A,,,163809.312,DOCI,SWAP,MED,,,
TRD0002162,ORD0005692,CLT0187,US7XCI8TFL68,7XCI8TFL6,TLOQ,BUY,2009,109.4484,2025-10-21,2025-10-21T18:13:02Z,USD,TRACE,REPO,HIGH,FI-MUNI,OMS_B,,,219881.83560000002,TLOQ,REPO,MED,,,
TRD0002163,ORD0004543,CLT0150,USAG8498MQ19,AG8498MQ1,GYII,BUY,3165,96.7713,2025-10-21,2025-10-21T16:22:30Z,USD,TRACE,BOND,MED,FI-MUNI,OMS_A,,,306281.1645,GYII,BOND,LOW,,,
TRD0002164,ORD0009353,CLT0149,USD8GRC1NS29,,PMXZ,SELL,4829,100.2093,2025-10-21,2025-10-21T19:28:56Z,USD,OTC,BOND,MED,FI-STRUCT,OMS_A,,,483910.7097,PMXZ,BOND,LOW,,,
TRD0002165,ORD0000998,CLT0257,USVIU2VR6276,VIU2VR627,FTT,SELL,5118,97.1219,2025-10-21,2025-10-21T17:44:16Z,USD,BATS,BOND,LOW,FI-MUNI,OMS_A,,,497069.8842,FTT,BOND,LOW,,,
TRD0002166,ORD0011995,CLT0428,USLT8K2FTG19,LT8K2FTG1,DBG,SELL,3617,93.8608,2025-10-21,2025-10-21T17:19:08Z,USD,BATS,BOND,LOW,FI-RATES,OMS_A,,,339494.5136,DBG,BOND,MED,,,
TRD0002167,ORD0013685,CLT0434,US7DVPZZ8U71,7DVPZZ8U7,YOKE,BUY,1260,91.1326,2025-10-21,2025-10-21T14:20:43Z,USD,ARCA,BOND,HIGH,FI-STRUCT,,,,114827.076,YOKE,BOND,MED,EMEA,,
TRD0002168,ORD0008581,CLT0366,US9XHA6PTJ66,9XHA6PTJ6,LALQ,SELL,1810,102.0664,2025-10-21,2025-10-21T19:58:41Z,USD,TRACE,FUTURE,LOW,FI-RATES,OMS_A,,,184740.184,LALQ,FUTURE,MED,,,
TRD0002169,ORD0016357,CLT0082,USYFQUE91A97,YFQUE91A9,JOC,SELL,919,100.1574,2025-10-21,2025-10-21T17:59:54Z,JPY,TRACE,BOND,MED,FI-IG,OMS_B,,,92044.6506,JOC,BOND,LOW,,,
TRD0002170,ORD0017684,CLT0349,USZMXDK6EF76,ZMXDK6EF7,FNQW,SELL,1626,103.7972,2025-10-21,2025-10-21T15:51:21Z,USD,OTC,BOND,MED,FI-RATES,OMS_B,,,168774.2472,FNQW,BOND,HIGH,,,
TRD0002172,ORD0008816,CLT0149,US1HUWJAO682,1HUWJAO68,UZI,SELL,846,109.0296,2025-10-21,2025-10-21T15:11:37Z,USD,TRACE,BOND,MED,FI-IG,OMS_A,,,92239.0416,UZI,BOND,LOW,,,
TRD0002173,ORD0013556,CLT0451,USDHJIKDUM90,DHJIKDUM9,VJX,SELL,2272,103.4166,2025-10-21,2025-10-21T16:59:53Z,USD,TRACE,BOND,MED,FI-MUNI,OMS_B,,,234962.5152,VJX,BOND,LOW,,,
TRD0002174,ORD0009778,CLT0033,USL9VDTIIY35,L9VDTIIY3,PNL,BUY,4057,99.7257,2025-10-21,2025-10-21T18:40:08Z,USD,OTC,BOND,LOW,FI-IG,OMS_A,,,404587.16490000003,PNL,BOND,LOW,LATAM,,
TRD0002175,ORD0018981,CLT0341,USBXNQ58TZ42,BXNQ58TZ4,XVI,BUY,4241,103.3357,2025-10-21,2025-10-21T18:17:28Z,USD,OTC,FUTURE,HIGH,FI-STRUCT,OMS_A,,,438246.7037,XVI,FUTURE,LOW,APAC,,
TRD0002177,ORD0014671,CLT0375,US3H4T60TD85,3H4T60TD8,PAF,BUY,3842,107.7277,2025-10-21,2025-10-21T18:53:33Z,EUR,BATS,SWAP,HIGH,FI-HY,OMS_B,,,413889.8234,PAF,SWAP,MED,,,
TRD0002178,ORD0010128,CLT0227,USNXE4MFGJ55,NXE4MFGJ5,QVMB,SELL,857,97.6134,2025-10-21,2025-10-21T17:25:10Z,USD,OTC,BOND,MED,FI-STRUCT,,,,83654.6838,QVMB,BOND,HIGH,,,
TRD0002179,ORD0009067,CLT0242,US1QIWV3NF51,1QIWV3NF5,XELV,BUY,2979,105.7441,2025-10-21,2025-10-21T13:54:27Z,EUR,OTC,FUTURE,HIGH,FI-HY,OMS_A,,,315011.6739,XELV,FUTURE,LOW,,,
TRD0002180,ORD0018690,CLT0180,USTLWVTAMX13,TLWVTAMX1,LZY,BUY,1557,98.3111,2025-10-21,2025-10-21T19:16:37Z,USD,TRACE,OPTION,MED,FI-HY,OMS_A,,,153070.3827,LZY,OPTION,HIGH,,,
TRD0002181,ORD0002327,CLT0258,USOVQSZ51W74,OVQSZ51W7,LRW,BUY,1683,96.5807,2025-10-21,2025-10-21T15:22:57Z,USD,OTC,BOND,MED,FI-HY,OMS_A,,,162545.31809999997,LRW,BOND,LOW,,,
TRD0002182,ORD0005402,CLT0496,,MTAJ5CXM6,PPMI,SELL,1560,103.2313,2025-10-21,2025-10-21T17:00:02Z,USD,ARCA,OPTION,HIGH,FI-STRUCT,OMS_B,,,161040.828,,,MED,,,
TRD0002183,ORD0015783,CLT0137,USYWA46QJK78,YWA46QJK7,NOIM,SELL,1031,103.8795,2025-10-21,2025-10-21T18:57:31Z,USD,TRACE,SWAP,MED,FI-RATES,OMS_A,,,107099.76449999999,NOIM,SWAP,LOW,APAC,,
TRD0002184,ORD0002938,CLT0277,USGPQGKMH641,GPQGKMH64,MGJ,SELL,1114,114.1949,2025-10-21,2025-10-21T18:18:14Z,USD,TRACE,REPO,MED,FI-RATES,OMS_A,,,127213.1186,MGJ,REPO,LOW,,,
TRD0002185,ORD0007759,CLT0067,USPGXY03GO38,,TTQE,SELL,1560,89.5989,2025-10-21,2025-10-21T19:13:39Z,EUR,TRACE,FUTURE,LOW,FI-STRUCT,OMS_A,,,139774.284,TTQE,FUTURE,LOW,EMEA,,
TRD0002186,ORD0006871,CLT0497,US3F79RB0G06,3F79RB0G0,ZIHB,BUY,2214,95.7766,2025-10-21,2025-10-21T14:11:47Z,EUR,OTC,SWAP,MED,FI-STRUCT,OMS_B,,,212049.3924,ZIHB,SWAP,MED,EMEA,,
TRD0002187,ORD0007606,CLT0368,USP2TXDDT295,P2TXDDT29,ORJO,BUY,1131,93.2733,2025-10-21,2025-10-21T17:11:28Z,GBP,TRACE,FUTURE,MED,FI-MUNI,OMS_B,,,105492.10230000001,ORJO,FUTURE,MED,,,
TRD0002188,ORD0015966,CLT0394,USFAYW0O3J94,FAYW0O3J9,YXOU,SELL,1976,107.838,2025-10-21,2025-10-21T19:42:10Z,USD,TRACE,BOND,HIGH,FI-RATES,OMS_A,,,213087.88799999998,YXOU,BOND,HIGH,,,
TRD0002189,ORD0002217,CLT0027,US8V0UTSEZ43,8V0UTSEZ4,UYYD,BUY,3840,94.3493,2025-10-21,2025-10-21T16:09:13Z,USD,TRACE,FUTURE,MED,FI-HY,OMS_A,,,362301.312,UYYD,FUTURE,LOW,,,
TRD0002191,ORD0019745,CLT0201,,BJCA57GQ8,WXL,SELL,3961,103.1228,2025-10-21,2025-10-21T13:53:25Z,USD,OTC,BOND,LOW,FI-HY,OMS_A,,,408469.4108,,,LOW,,,
TRD0002192,ORD0009644,CLT0136,USPWV9CRGT84,PWV9CRGT8,HPTC,BUY,1976,89.9316,2025-10-21,2025-10-21T18:02:53Z,USD,NYSE,BOND,MED,FI-HY,OMS_A,,,177704.8416,HPTC,BOND,MED,EMEA,,
TRD0002193,ORD0015463,CLT0079,USUQGM6HYZ80,UQGM6HYZ8,XBE,BUY,5341,97.0149,2025-10-21,2025-10-21T14:21:01Z,USD,ARCA,SWAP,HIGH,FI-STRUCT,OMS_B,,,518156.5809,XBE,SWAP,LOW,LATAM,,
TRD0002194,ORD0010114,CLT0355,USKAD0JBIV14,KAD0JBIV1,WQKL,SELL,1690,101.6365,2025-10-21,2025-10-21T13:38:04Z,USD,NYSE,SWAP,LOW,FI-RATES,OMS_B,,,171765.685,WQKL,SWAP,LOW,APAC,,
TRD0002195,ORD0003199,CLT0136,USGOMPMT1B07,GOMPMT1B0,EPVK,SELL,4089,95.6515,2025-10-21,2025-10-21T19:07:18Z,USD,ARCA,SWAP,HIGH,FI-STRUCT,OMS_A,,,391118.9835,EPVK,SWAP,MED,EMEA,,
TRD0002196,ORD0005763,CLT0442,UST86E5PEV39,T86E5PEV3,FCVL,SELL,2423,101.5963,2025-10-21,2025-10-21T16:51:44Z,EUR,OTC,BOND,MED,FI-HY,OMS_B,,,246167.8349,FCVL,BOND,MED,LATAM,,
TRD0002197,ORD0005879,CLT0004,US45FIW6CY50,,ZMRN,BUY,2028,88.745,2025-10-21,2025-10-21T15:07:58Z,USD,OTC,BOND,HIGH,FI-IG,OMS_A,,,179974.86000000002,ZMRN,BOND,MED,,,
TRD0002199,ORD0016204,CLT0348,,ESHUOWIR6,KIIZ,SELL,2354,101.7079,2025-10-21,2025-10-21T14:11:08Z,USD,OTC,FUTURE,MED,FI-HY,OMS_B,,,239420.39659999998,,,MED,APAC,,
TRD0002200,ORD0017566,CLT0424,,FJKRJ45I0,TVF,BUY,2515,104.3864,2025-10-21,2025-10-21T15:37:36Z,USD,ARCA,FUTURE,MED,FI-IG,OMS_B,,,262531.796,,,MED,APAC,,
TRD0002201,ORD0015488,CLT0155,USK6L7YVVF52,K6L7YVVF5,HAB,BUY,1938,95.7586,2025-10-21,2025-10-21T19:49:39Z,USD,NYSE,BOND,HIGH,FI-IG,OMS_A,,,185580.1668,HAB,BOND,MED,APAC,,
TRD0002202,ORD0016413,CLT0068,USQHCFAX5V32,QHCFAX5V3,VEUQ,SELL,2666,109.5777,2025-10-21,2025-10-21T19:30:04Z,USD,OTC,BOND,LOW,FI-MUNI,OMS_B,,,292134.1482,VEUQ,BOND,MED,EMEA,,
TRD0002203,ORD0018808,CLT0376,US9FXSQR5K52,9FXSQR5K5,QXQ,BUY,1089,97.1087,2025-10-21,2025-10-21T15:59:24Z,USD,ARCA,FUTURE,MED,FI-STRUCT,OMS_A,,,105751.3743,QXQ,FUTURE,LOW,EMEA,,
TRD0002204,ORD0002901,CLT0210,USWZPD2GYW94,WZPD2GYW9,TNS,BUY,2486,108.1836,2025-10-21,2025-10-21T17:46:34Z,USD,,FUTURE,MED,FI-STRUCT,OMS_A,,,268944.4296,TNS,FUTURE,LOW,,,
TRD0002205,ORD0015402,CLT0275,USTQNFRCA810,TQNFRCA81,TGU,SELL,1697,101.8961,2025-10-21,2025-10-21T14:24:36Z,USD,OTC,SWAP,MED,FI-STRUCT,OMS_B,,,172917.68170000002,TGU,SWAP,MED,LATAM,,
TRD0002207,ORD0008846,CLT0382,USSN6XDG8R63,SN6XDG8R6,JXBO,BUY,749,99.8717,2025-10-21,2025-10-21T16:34:08Z,USD,TRACE,FUTURE,MED,FI-STRUCT,OMS_A,,,74803.9033,JXBO,FUTURE,LOW,,,
TRD0002208,ORD0000412,CLT0358,USGHCDI99T54,GHCDI99T5,GAA,SELL,2526,99.8719,2025-10-21,2025-10-21T19:35:25Z,USD,NYSE,SWAP,MED,FI-STRUCT,OMS_A,,,252276.41939999998,GAA,SWAP,MED,EMEA,,
TRD0002209,ORD0011053,CLT0017,USFVB1QY8Z51,FVB1QY8Z5,BLW,BUY,1737,105.4061,2025-10-21,2025-10-21T17:27:26Z,USD,NYSE,BOND,HIGH,FI-MUNI,OMS_A,,,183090.3957,BLW,BOND,LOW,APAC,,
TRD0002210,ORD0014922,CLT0059,USKKVVS75S17,KKVVS75S1,KNLO,BUY,773,97.0448,2025-10-21,2025-10-21T14:03:09Z,USD,BATS,FUTURE,MED,FI-HY,OMS_B,,,75015.6304,KNLO,FUTURE,LOW,,,
TRD0002212,ORD0003605,CLT0247,USYXS7IMLY25,,QNQF,BUY,2089,95.3247,2025-10-21,2025-10-21T14:57:23Z,GBP,OTC,BOND,HIGH,FI-IG,,,,199133.29830000002,QNQF,BOND,HIGH,APAC,,
TRD0002213,ORD0018812,CLT0364,US1PBM81QZ90,1PBM81QZ9,KGW,BUY,2567,101.6473,2025-10-21,2025-10-21T17:29:56Z,USD,TRACE,BOND,HIGH,FI-MUNI,OMS_A,,,260928.6191,KGW,BOND,LOW,,,
TRD0002214,ORD0012478,CLT0026,US40W9ZJV410,40W9ZJV41,ZXHT,SELL,3309,103.26,2025-10-21,2025-10-21T19:55:40Z,GBP,OTC,BOND,LOW,FI-MUNI,OMS_A,,,341687.34,ZXHT,BOND,HIGH,,,
TRD0002215,ORD0008801,CLT0410,UST86E5PEV39,T86E5PEV3,FCVL,BUY,1259,106.41,2025-10-21,2025-10-21T19:35:01Z,USD,TRACE,BOND,MED,FI-IG,OMS_A,,,133970.19,FCVL,BOND,LOW,EMEA,,
TRD0002216,ORD0015949,CLT0060,USCB1374YB04,CB1374YB0,YAGE,SELL,490,101.1302,2025-10-21,2025-10-21T19:39:05Z,USD,OTC,BOND,MED,FI-RATES,OMS_B,,,49553.798,YAGE,BOND,LOW,,,
TRD0002217,ORD0018307,CLT0319,USHOGOH98A41,,IRP,SELL,756,113.6962,2025-10-21,2025-10-21T18:25:18Z,USD,NYSE,BOND,HIGH,FI-RATES,OMS_B,,,85954.3272,IRP,BOND,MED,,,
TRD0002218,ORD0010718,CLT0151,USMKYXF5GP44,MKYXF5GP4,LSW,SELL,867,108.4053,2025-10-21,2025-10-21T14:36:08Z,USD,OTC,BOND,HIGH,FI-MUNI,OMS_B,,,93987.3951,LSW,BOND,LOW,,,
TRD0002219,ORD0006787,CLT0318,US8S09SNW075,8S09SNW07,WBO,BUY,912,100.7057,2025-10-21,2025-10-21T14:02:35Z,USD,OTC,BOND,LOW,FI-MUNI,OMS_A,,,91843.59839999999,WBO,BOND,HIGH,,,
TRD0002220,ORD0003964,CLT0367,USHFZLMA0A74,HFZLMA0A7,OUXI,BUY,231,96.9988,2025-10-21,2025-10-21T19:18:30Z,USD,TRACE,BOND,MED,FI-RATES,,,,22406.7228,OUXI,BOND,MED,,,
TRD0002221,ORD0004020,CLT0251,USVIF1SZVB41,VIF1SZVB4,VFSJ,BUY,2766,108.3272,2025-10-21,2025-10-21T15:38:24Z,USD,TRACE,FUTURE,HIGH,FI-HY,OMS_A,,,299633.03520000004,VFSJ,FUTURE,LOW,APAC,,
TRD0002222,ORD0014614,CLT0090,US58V7N17D73,58V7N17D7,DPX,SELL,1189,102.2302,2025-10-21,2025-10-21T15:14:28Z,USD,ARCA,OPTION,LOW,FI-RATES,OMS_B,,,121551.70779999999,DPX,OPTION,MED,,,
TRD0002224,ORD0000462,CLT0486,USVTHGRURV82,VTHGRURV8,WKL,SELL,1897,103.0925,2025-10-21,2025-10-21T18:31:35Z,USD,ARCA,BOND,HIGH,FI-HY,OMS_B,,,195566.4725,WKL,BOND,MED,APAC,,
TRD0002225,ORD0017801,CLT0275,USNT3FSEMP70,NT3FSEMP7,DFP,BUY,3277,96.1095,2025-10-21,2025-10-21T19:00:18Z,GBP,OTC,BOND,MED,FI-IG,OMS_A,,,314950.8315,DFP,BOND,MED,LATAM,,
TRD0002226,ORD0014636,CLT0190,USJCVZLKUP84,JCVZLKUP8,FDOG,BUY,1308,102.958,2025-10-21,2025-10-21T17:54:39Z,USD,BATS,BOND,HIGH,FI-IG,OMS_B,,,134669.06399999998,FDOG,BOND,MED,,,
TRD0002227,ORD0011351,CLT0016,USD50DWG9P30,D50DWG9P3,VZOY,SELL,3375,104.6029,2025-10-21,2025-10-21T18:15:13Z,USD,ARCA,SWAP,MED,FI-STRUCT,OMS_A,,,353034.78750000003,VZOY,SWAP,LOW,,,
TRD0002228,ORD0012599,CLT0060,US4Y44X1P217,4Y44X1P21,SHKF,SELL,875,102.1797,2025-10-21,2025-10-21T18:40:05Z,USD,BATS,FUTURE,HIGH,FI-MUNI,OMS_B,,,89407.2375,SHKF,FUTURE,LOW,,,
TRD0002229,ORD0017768,CLT0162,USXGX2QCF414,XGX2QCF41,RCGP,BUY,4459,102.9461,2025-10-21,2025-10-21T17:34:00Z,USD,TRACE,OPTION,MED,FI-RATES,OMS_A,,,459036.6599,RCGP,OPTION,LOW,EMEA,,
TRD0002230,ORD0002610,CLT0105,USYK1WFS0017,YK1WFS001,FDI,BUY,1403,98.9969,2025-10-21,2025-10-21T19:00:24Z,USD,OTC,BOND,MED,FI-RATES,OMS_B,,,138892.6507,FDI,BOND,LOW,APAC,,
TRD0002231,ORD0005439,CLT0314,USVI7GZ9IB54,VI7GZ9IB5,HUC,SELL,1196,107.2972,2025-10-21,2025-10-21T14:27:57Z,USD,BATS,BOND,MED,FI-IG,OMS_A,,,128327.45120000001,HUC,BOND,LOW,APAC,,
TRD0002232,ORD0015734,CLT0398,USJ917MNG875,J917MNG87,RRLJ,BUY,307,98.8587,2025-10-21,2025-10-21T15:39:51Z,USD,OTC,FUTURE,HIGH,FI-HY,OMS_A,,,30349.620899999998,RRLJ,FUTURE,LOW,,,
TRD0002233,ORD0002257,CLT0229,US7KPJA7NO84,7KPJA7NO8,DOUG,BUY,2437,98.7442,2025-10-21,2025-10-21T18:21:46Z,USD,OTC,SWAP,MED,FI-MUNI,OMS_A,,,240639.6154,DOUG,SWAP,MED,,,
TRD0002234,ORD0007410,CLT0435,US9G05CG7422,9G05CG742,ZPT,BUY,1335,105.666,2025-10-21,2025-10-21T15:52:07Z,USD,ARCA,BOND,MED,FI-IG,OMS_B,,,141064.11,ZPT,BOND,LOW,EMEA,,
TRD0002235,ORD0013452,CLT0482,USC24VL9B645,C24VL9B64,QFL,SELL,1158,97.9209,2025-10-21,2025-10-21T16:16:52Z,USD,NYSE,FUTURE,HIGH,FI-IG,OMS_A,,,113392.4022,QFL,FUTURE,MED,,,
TRD0002236,ORD0007837,CLT0304,USWGGXMD2E78,,GBB,SELL,575,107.4031,2025-10-21,2025-10-21T14:58:38Z,USD,OTC,REPO,HIGH,FI-HY,OMS_A,,,61756.782499999994,GBB,REPO,LOW,APAC,,
TRD0002237,ORD0018124,CLT0361,USMUWSHSVZ45,MUWSHSVZ4,VAWY,BUY,3264,97.3275,2025-10-21,2025-10-21T14:33:28Z,USD,TRACE,SWAP,MED,FI-RATES,OMS_A,,,317676.96,VAWY,SWAP,HIGH,,,
TRD0002238,ORD0013065,CLT0308,USE8ZUS81Z90,E8ZUS81Z9,UFG,BUY,2006,105.8346,2025-10-21,2025-10-21T18:59:03Z,USD,NYSE,FUTURE,MED,FI-RATES,OMS_B,,,212304.2076,UFG,FUTURE,MED,,,
TRD0002239,ORD0003937,CLT0489,USKOMC6Y5F88,KOMC6Y5F8,ZFCC,SELL,1458,94.3426,2025-10-21,2025-10-21T19:23:50Z,USD,OTC,BOND,HIGH,FI-RATES,OMS_A,,,137551.51080000002,ZFCC,BOND,LOW,APAC,,
TRD0002240,ORD0018781,CLT0360,USN6UKUUK204,N6UKUUK20,CRIE,BUY,2204,97.9493,2025-10-21,2025-10-21T16:04:49Z,USD,OTC,BOND,MED,FI-MUNI,OMS_A,,,215880.2572,CRIE,BOND,MED,,,
TRD0002242,ORD0019683,CLT0423,,0FL20N083,GKIX,SELL,2605,99.24,2025-10-21,2025-10-21T19:01:56Z,USD,TRACE,SWAP,MED,FI-MUNI,OMS_A,,,258520.19999999998,,,LOW,EMEA,,
TRD0002243,ORD0014313,CLT0190,USA6Y8FK8W49,A6Y8FK8W4,HXHA,SELL,1855,93.5118,2025-10-21,2025-10-21T16:21:41Z,USD,TRACE,BOND,MED,FI-HY,OMS_A,,,173464.389,HXHA,BOND,MED,,,
TRD0002244,ORD0015159,CLT0050,USRLF19LZ048,RLF19LZ04,AITW,SELL,2162,100.7257,2025-10-21,2025-10-21T18:08:33Z,USD,BATS,BOND,MED,FI-MUNI,OMS_A,,,217768.9634,AITW,BOND,LOW,,,
TRD0002245,ORD0018200,CLT0257,US27Q0CEXQ94,27Q0CEXQ9,QGU,BUY,1173,99.0954,2025-10-21,2025-10-21T17:07:33Z,USD,OTC,OPTION,LOW,FI-STRUCT,OMS_A,,,116238.9042,QGU,OPTION,LOW,,,
TRD0002246,ORD0003034,CLT0429,USNY3E4FMM99,NY3E4FMM9,ZZI,BUY,2365,98.8268,2025-10-21,2025-10-21T14:08:06Z,USD,OTC,BOND,MED,FI-MUNI,OMS_A,,,233725.382,ZZI,BOND,HIGH,EMEA,,
TRD0002248,ORD0011304,CLT0405,USGXPC30EY68,GXPC30EY6,TNFR,SELL,577,105.2109,2025-10-21,2025-10-21T19:28:40Z,USD,,REPO,MED,FI-MUNI,OMS_A,,,60706.6893,TNFR,REPO,HIGH,APAC,,
TRD0002249,ORD0011597,CLT0137,USNP1CLSP104,NP1CLSP10,YFW,SELL,6508,114.067,2025-10-21,2025-10-21T16:35:41Z,USD,OTC,OPTION,LOW,FI-RATES,OMS_A,,,742348.036,YFW,OPTION,LOW,APAC,,
TRD0002250,ORD0008159,CLT0466,US8711KMDX80,8711KMDX8,VUTX,BUY,2818,106.7375,2025-10-21,2025-10-21T15:24:06Z,GBP,BATS,SWAP,LOW,FI-HY,OMS_A,,,300786.27499999997,VUTX,SWAP,MED,EMEA,,
TRD0002251,ORD0013606,CLT0152,,SZMH5DAV0,LTSZ,BUY,1266,99.9255,2025-10-21,2025-10-21T17:56:01Z,EUR,OTC,BOND,LOW,FI-HY,OMS_B,,,126505.683,,,MED,,,
TRD0002253,ORD0019306,CLT0414,USK0SVY68934,K0SVY6893,LIU,SELL,2272,106.2014,2025-10-21,2025-10-21T16:20:38Z,USD,OTC,OPTION,HIGH,FI-RATES,OMS_A,,,241289.58080000003,LIU,OPTION,HIGH,EMEA,,
TRD0002254,ORD0011133,CLT0327,USCORNLB8Z49,CORNLB8Z4,LPM,BUY,1258,92.9652,2025-10-21,2025-10-21T15:51:58Z,USD,ARCA,BOND,HIGH,FI-RATES,OMS_A,,,116950.22159999999,LPM,BOND,MED,,,
TRD0002255,ORD0016404,CLT0054,USHEEHJA7199,HEEHJA719,FJNO,BUY,1811,101.85,2025-10-21,2025-10-21T15:07:26Z,JPY,OTC,BOND,HIGH,FI-MUNI,OMS_A,,,184450.34999999998,FJNO,BOND,HIGH,EMEA,,
TRD0002256,ORD0014843,CLT0471,USC97T78W339,C97T78W33,QTA,SELL,1397,99.9632,2025-10-21,2025-10-21T16:36:49Z,USD,BATS,BOND,MED,FI-MUNI,OMS_A,,,139648.5904,QTA,BOND,LOW,,,
TRD0002257,ORD0014048,CLT0479,,QJQU1Q2U1,GGP,SELL,1108,100.1713,2025-10-21,2025-10-21T14:22:04Z,USD,BATS,REPO,HIGH,FI-HY,OMS_A,,,110989.80040000001,,,LOW,,,
TRD0002259,ORD0015091,CLT0161,USTMLKYFPK34,TMLKYFPK3,NLI,SELL,1471,103.3831,2025-10-21,2025-10-21T13:58:59Z,USD,TRACE,OPTION,HIGH,FI-RATES,OMS_A,,,152076.5401,NLI,OPTION,LOW,,,
TRD0002260,ORD0002015,CLT0086,US877EKJ6J04,877EKJ6J0,YDY,SELL,1564,97.3947,2025-10-21,2025-10-21T17:43:11Z,USD,ARCA,OPTION,MED,FI-MUNI,OMS_B,,,152325.3108,YDY,OPTION,LOW,APAC,,
TRD0002261,ORD0010563,CLT0052,USRRL2P60Y10,RRL2P60Y1,SLKV,BUY,2884,97.431,2025-10-21,2025-10-21T17:26:08Z,USD,TRACE,SWAP,HIGH,FI-IG,OMS_A,,,280991.004,SLKV,SWAP,LOW,EMEA,,
TRD0002262,ORD0001747,CLT0452,,UE3F0EV98,GNZL,SELL,2770,103.9288,2025-10-21,2025-10-21T17:41:06Z,USD,TRACE,BOND,HIGH,FI-RATES,OMS_B,,,287882.776,,,LOW,APAC,,
TRD0002263,ORD0007193,CLT0045,USP9USXKN393,P9USXKN39,TCNI,SELL,814,99.2209,2025-10-21,2025-10-21T19:14:32Z,USD,OTC,BOND,MED,FI-IG,OMS_A,,,80765.8126,TCNI,BOND,LOW,APAC,,
TRD0002264,ORD0018585,CLT0344,,9XHA6PTJ6,LALQ,BUY,1281,107.061,2025-10-21,2025-10-21T15:00:11Z,USD,BATS,FUTURE,LOW,FI-IG,OMS_A,,,137145.141,,,LOW,APAC,,
TRD0002265,ORD0001023,CLT0272,USYE7Z2W7262,YE7Z2W726,KRL,BUY,882,102.7461,2025-10-21,2025-10-21T14:22:18Z,USD,NYSE,BOND,HIGH,FI-MUNI,OMS_A,,,90622.06019999999,KRL,BOND,LOW,,,
TRD0002266,ORD0002105,CLT0036,USE1540NAO77,E1540NAO7,XUK,BUY,3854,102.3994,2025-10-21,2025-10-21T18:33:16Z,USD,TRACE,BOND,HIGH,FI-HY,OMS_A,,,394647.2876,XUK,BOND,MED,,,
TRD0002267,ORD0012844,CLT0035,USXVZ1ELHR89,,ETDV,BUY,1377,95.7555,2025-10-21,2025-10-21T16:51:48Z,USD,BATS,BOND,HIGH,FI-HY,OMS_B,,,131855.3235,ETDV,BOND,MED,EMEA,,
TRD0002268,ORD0012059,CLT0083,USSGTFOVWC69,SGTFOVWC6,HQO,SELL,1267,100.4897,2025-10-21,2025-10-21T16:16:46Z,USD,OTC,FUTURE,MED,FI-IG,OMS_A,,,127320.44989999999,HQO,FUTURE,LOW,APAC,,
TRD0002269,ORD0018888,CLT0231,USXJP7AL8069,XJP7AL806,SXZ,BUY,1387,98.2634,2025-10-21,2025-10-21T19:06:10Z,GBP,NYSE,FUTURE,HIGH,FI-IG,OMS_B,,,136291.3358,SXZ,FUTURE,LOW,APAC,,
TRD0002270,ORD0013841,CLT0218,USCRUVUQ9323,CRUVUQ932,DGZY,SELL,1475,104.2918,2025-10-21,2025-10-21T13:47:28Z,USD,TRACE,OPTION,MED,FI-RATES,OMS_A,,,153830.405,DGZY,OPTION,HIGH,,,
TRD0002271,ORD0016354,CLT0004,USL4Q7H6HS64,,SIJ,SELL,1075,98.083,2025-10-21,2025-10-21T19:44:07Z,USD,OTC,REPO,MED,FI-MUNI,OMS_A,,,105439.22499999999,SIJ,REPO,MED,,,
TRD0002272,ORD0017373,CLT0281,USVI7GZ9IB54,,HUC,BUY,1238,92.6394,2025-10-21,2025-10-21T14:13:46Z,USD,,BOND,MED,FI-MUNI,OMS_B,,,114687.5772,HUC,BOND,HIGH,,,
TRD0002273,ORD0016199,CLT0123,US5JKRIPVT23,5JKRIPVT2,FWM,SELL,2500,98.0623,2025-10-21,2025-10-21T18:49:49Z,USD,TRACE,FUTURE,MED,FI-MUNI,OMS_A,,,245155.74999999997,FWM,FUTURE,MED,,,
TRD0002274,ORD0007556,CLT0078,US30S5105Z31,30S5105Z3,OTXT,BUY,867,98.2661,2025-10-21,2025-10-21T18:21:10Z,EUR,,BOND,MED,FI-MUNI,OMS_A,,,85196.70869999999,OTXT,BOND,HIGH,,,
